Workno,Fname,Lastname,Password,Assets,Income,Liabilities,NetWorth,Experience,Salaries_Income
26338,DOBBS,DUFFY,1090,12057878,19256947,801739,30513086,15,400000
26339,CAPPS,LANDRY,1090,31714088,13780104,867574,44626618,20,450000
26340,PUTNAM,DOUGHERTY,1090,7922898,6246201,329607,13839492,8,250000
26341,LAY,BAUTISTA,1090,11647588,2466159,537678,13576069,8,250000
26342,FRANCISCO,SHAH,1090,15238454,2038988,334082,16943360,8,250000
26343,BERNSTEIN,POTTS,1090,1778642,17273429,489725,18562346,8,250000
26344,ADAIR,ARROYO,1090,26451442,16605062,420867,42635637,20,450000
26345,HUTTON,VALENTINE,1090,11588181,8425240,834642,19178779,8,250000
26346,BURKETT,MEZA,1090,8910650,18135702,138368,26907984,10,300000
26347,RHOADES,GOULD,1090,41794923,11785296,704598,52875621,20,450000
26348,YANEZ,VAUGHAN,1090,2657989,14441605,577332,16522262,8,250000
26349,RICHEY,FRY,1090,2060942,14612439,344106,16329275,8,250000
26350,BLEDSOE,RUSH,1090,2550041,2095614,925243,3720412,4,100000
26351,MCCAIN,AVERY,1090,26346560,2218802,321983,28243379,10,300000
26352,BEYER,HERRING,1090,2172302,6485015,868925,7788392,5,150000
26353,CATES,DODSON,1090,19201024,5075419,702054,23574389,10,300000
26354,ROCHE,CLEMENTS,1090,25698190,10279390,454986,35522594,15,400000
26355,SPICER,SAMPSON,1090,26280941,14600759,591401,40290299,20,450000
26356,QUEEN,TAPIA,1090,611744,2076936,55895,2632785,4,100000
26357,DOTY,BEAN,1090,16266224,16958871,956847,32268248,15,400000
26358,DARLING,LYNN,1090,44954425,13923926,593312,58285039,20,450000
26359,DARBY,CRANE,1090,1467257,18242090,950836,18758511,8,250000
26360,SUMNER,FARLEY,1090,11058079,6140669,975405,16223343,8,250000
26361,KINCAID,CISNEROS,1090,48761249,19504244,301179,67964314,30,500000
26362,HAY,BENTON,1090,5250443,16055227,440461,20865209,10,300000
26363,GROSSMAN,ASHLEY,1090,9041808,4495817,106721,13430904,8,250000
26364,LACEY,MCKAY,1090,48819280,14275869,146374,62948775,30,500000
26365,WILKES,FINLEY,1090,14140165,3536795,532521,17144439,8,250000
26366,HUMPHRIES,BEST,1090,12543974,13355530,77747,25821757,10,300000
26367,PAZ,BLEVINS,1090,28565909,15274166,665055,43175020,20,450000
26368,DARNELL,FRIEDMAN,1090,8645905,6090696,138186,14598415,8,250000
26369,KEYS,MOSES,1090,29320807,10358387,485105,39194089,15,400000
26370,KYLE,SOSA,1090,46592981,5034018,43249,51583750,20,450000
26371,LACKEY,BLANCHARD,1090,38488231,3753011,688864,41552378,20,450000
26372,VOGT,HUBER,1090,47814683,13789303,633489,60970497,30,500000
26373,LOCKLEAR,FRYE,1090,7926721,9448840,76558,17299003,8,250000
26374,KISER,KRUEGER,1090,14956456,15861996,486999,30331453,15,400000
26375,PRESLEY,BERNARD,1090,25722614,4531960,8725,30245849,15,400000
26376,BRYSON,ROSARIO,1090,38174521,12019368,876515,49317374,20,450000
26377,BERGMAN,RUBIO,1090,19943498,9432333,188197,29187634,10,300000
26378,PEOPLES,MULLEN,1090,13462606,6007876,388733,19081749,8,250000
26379,FAIR,BENJAMIN,1090,17893069,2318456,333483,19878042,8,250000
26380,MCCLENDON,HALEY,1090,49425699,19361475,477776,68309398,30,500000
26381,CORLEY,CHUNG,1090,30884152,7801889,595105,38090936,15,400000
26382,PRADO,MOYER,1090,49299965,8440647,201932,57538680,20,450000
26383,CHRISTIE,CHOI,1090,16943143,18696825,617411,35022557,15,400000
26384,DELONG,HORNE,1090,9530506,7431974,924342,16038138,8,250000
26385,SKAGGS,YU,1090,36703250,7067138,24459,43745929,20,450000
26386,DILL,WOODWARD,1090,5161714,11929086,770579,16320221,8,250000
26387,SHEARER,ALI,1090,17583427,17423188,42319,34964296,15,400000
26388,JUDD,NIXON,1090,11580736,8179393,639730,19120399,8,250000
26389,STAPLETON,HAYDEN,1090,47578982,15449886,140778,62888090,30,500000
26390,FLAHERTY,RIVERS,1090,39973195,2527578,800522,41700251,20,450000
26391,CASILLAS,ESTES,1090,48513238,16731368,274411,64970195,30,500000
26392,PINTO,MCCARTY,1090,14739082,7851141,234141,22356082,10,300000
26393,YOUNGBLOOD,RICHMOND,1090,9846289,19510254,755983,28600560,10,300000
26394,HAYWOOD,STUART,1090,19165940,10738767,277954,29626753,10,300000
26395,TONEY,MAYNARD,1090,16535636,7493313,956699,23072250,10,300000
26396,RICKS,BRANDT,1090,20483913,4398095,429802,24452206,10,300000
26397,GRANADOS,OCONNELL,1090,37022353,18648658,282595,55388416,20,450000
26398,CRUM,HANNA,1090,19531880,19132938,549420,38115398,15,400000
26399,TRIPLETT,SANFORD,1090,15536845,12120469,20472,27636842,10,300000
26400,SORIANO,SHEPPARD,1090,31195244,11594352,556158,42233438,20,450000
26401,WAITE,CHURCH,1090,33561005,13703998,768096,46496907,20,450000
26402,HOFF,BURCH,1090,33044029,3530575,424950,36149654,15,400000
26403,ANAYA,LEVY,1090,11511924,2817944,203648,14126220,8,250000
26404,CRENSHAW,RASMUSSEN,1090,47139104,9373637,949860,55562881,20,450000
26405,JUNG,COFFEY,1090,44677394,13225137,182391,57720140,20,450000
26406,CANALES,PONCE,1090,4325078,18176689,226154,22275613,10,300000
26407,CAGLE,FAULKNER,1090,29839491,16435733,859831,45415393,20,450000
26408,DENNY,DONALDSON,1090,7348450,16660449,46402,23962497,10,300000
26409,MARCUS,SCHMITT,1090,3231683,6736084,431980,9535787,6,200000
26410,BERMAN,NOVAK,1090,48224125,13552576,284177,61492524,30,500000
26411,MUNSON,COSTA,1090,23265230,14027954,679732,36613452,15,400000
26412,OCAMPO,MONTES,1090,38143810,13350898,212252,51282456,20,450000
26413,BAUMAN,BOOKER,1090,20444206,19365873,792889,39017190,15,400000
26414,CORCORAN,CORDOVA,1090,7774549,16144521,267626,23651444,10,300000
26415,KEEN,WALLER,1090,10484870,14097856,677297,23905429,10,300000
26416,ZIMMER,ARELLANO,1090,45088631,4039231,548786,48579076,20,450000
26417,FRIEND,MADDOX,1090,46109088,9198043,815701,54491430,20,450000
26418,ORNELAS,MATA,1090,20364619,12391168,804401,31951386,15,400000
26419,VARNER,BONILLA,1090,31233634,10219789,714941,40738482,20,450000
26420,PELLETIER,STANTON,1090,20243962,17428486,389324,37283124,15,400000
26421,VERNON,COMPTON,1090,33216670,16640307,722139,49134838,20,450000
26422,BLUM,KAUFMAN,1090,45040389,11758386,301706,56497069,20,450000
26423,ALBRECHT,DUDLEY,1090,7749753,9218092,706014,16261831,8,250000
26424,CULVER,MCPHERSON,1090,35679621,16392959,221658,51850922,20,450000
26425,SCHUSTER,BELTRAN,1090,4448051,10315110,543837,14219324,8,250000
26426,CUELLAR,DICKSON,1090,27736390,13802042,663580,40874852,20,450000
26427,MCCORD,MCCANN,1090,29945560,19160618,952507,48153671,20,450000
26428,SHULTZ,VILLEGAS,1090,21790860,16316637,20406,38087091,15,400000
26429,MCRAE,PROCTOR,1090,4852320,14251159,597516,18505963,8,250000
26430,MORELAND,HESTER,1090,3031155,2143749,610847,4564057,5,150000
26431,CALVERT,CANTRELL,1090,24835741,9392754,554827,33673668,15,400000
26432,WILLIAM,DAUGHERTY,1090,22774306,4390617,507608,26657315,10,300000
26433,WHITTINGTON,CHERRY,1090,31996943,11855144,880124,42971963,20,450000
26434,ECKERT,BRAY,1090,10806010,1255961,304925,11757046,6,200000
26435,KEENE,DAVILA,1090,22899038,10197848,366883,32730003,15,400000
26436,MOHR,ROWLAND,1090,6431921,19761655,715852,25477724,10,300000
26437,HANKS,LEVINE,1090,22386725,2772783,896235,24263273,10,300000
26438,KIMBLE,MADDEN,1090,9860416,3614003,550396,12924023,8,250000
26439,CAVANAUGH,SPENCE,1090,3851357,3449247,51804,7248800,5,150000
26440,CROWELL,GOOD,1090,11656172,19771032,567411,30859793,15,400000
26441,RUSS,IRWIN,1090,47831166,9081930,375838,56537258,20,450000
26442,FELICIANO,WERNER,1090,20292126,19654248,675850,39270524,15,400000
26443,CRAIN,KRAUSE,1090,46299752,7477935,670199,53107488,20,450000
26444,BUSCH,PETTY,1090,1484662,13416048,289831,14610879,8,250000
26445,MCCORMACK,WHITNEY,1090,33014635,5404696,118902,38300429,15,400000
26446,DRUMMOND,BAIRD,1090,12202876,15819520,344123,27678273,10,300000
26447,OMALLEY,HOOPER,1090,12623685,14901256,230516,27294425,10,300000
26448,ALDRICH,POLLARD,1090,28207726,12312421,946205,39573942,15,400000
26449,LUKE,ZAVALA,1090,17141928,2486628,691363,18937193,8,250000
26450,GRECO,JARVIS,1090,5506899,4297748,758950,9045697,6,200000
26451,MOTT,HOLDEN,1090,23468588,19564236,353339,42679485,20,450000
26452,OAKES,HAAS,1090,5372439,18531122,128046,23775515,10,300000
26453,MALLORY,HENDRIX,1090,21196458,16556881,372872,37380467,15,400000
26454,MCLAIN,MCGRATH,1090,551743,18848416,62993,19337166,8,250000
26455,BURROWS,BIRD,1090,1286360,12046261,475791,12856830,8,250000
26456,OTERO,LUCERO,1090,15750238,18566022,716162,33600098,15,400000
26457,ALLRED,TERRELL,1090,7068615,1208513,678446,7598682,5,150000
26458,EASON,RIGGS,1090,42638882,16104955,368722,58375115,20,450000
26459,FINNEY,JOYCE,1090,8673258,11806507,968165,19511600,8,250000
26460,WELLER,MERCER,1090,49415986,3836027,288212,52963801,20,450000
26461,WALDRON,ROLLINS,1090,7702330,15770583,819711,22653202,10,300000
26462,CHAMPION,GALLOWAY,1090,15964687,6917784,693488,22188983,10,300000
26463,JEFFERS,DUKE,1090,5655100,7417271,899894,12172477,8,250000
26464,COON,ODOM,1090,32181253,15438874,620472,46999655,20,450000
26465,ROSENTHAL,ANDERSEN,1090,25373875,5557125,804997,30126003,15,400000
26466,HUDDLESTON,DOWNS,1090,45778091,11517022,25315,57269798,20,450000
26467,SOLANO,HATFIELD,1090,18483070,7224713,884427,24823356,10,300000
26468,HIRSCH,BENITEZ,1090,49319798,18816931,418466,67718263,30,500000
26469,AKINS,ARCHER,1090,43973653,3404007,23808,47353852,20,450000
26470,OLIVARES,HUERTA,1090,34025796,17864216,785486,51104526,20,450000
26471,SONG,TRAVIS,1090,42307181,11974566,771782,53509965,20,450000
26472,SNEED,MCNEIL,1090,20060945,15434395,570079,34925261,15,400000
26473,BENEDICT,HINTON,1090,15583030,18995390,573390,34005030,15,400000
26474,BAIN,ZHANG,1090,7987646,1790396,596314,9181728,6,200000
26475,OKEEFE,HAYS,1090,16116324,15683384,874033,30925675,15,400000
26476,HIDALGO,MAYO,1090,33712457,8063548,215298,41560707,20,450000
26477,MATOS,FRITZ,1090,6330604,8377226,13815,14694015,8,250000
26478,STALLINGS,BRANCH,1090,22758271,17636456,705114,39689613,15,400000
26479,PARIS,MOONEY,1090,15463908,17452611,637053,32279466,15,400000
26480,GAMEZ,EWING,1090,6094151,19360029,543123,24911057,10,300000
26481,KENNY,RITTER,1090,31342820,1673655,884023,32132452,15,400000
26482,QUIGLEY,ESPARZA,1090,2775297,17643703,695169,19723831,8,250000
26483,MARRERO,FREY,1090,15734036,2502203,956838,17279401,8,250000
26484,FAGAN,BRAUN,1090,45093855,6988085,231770,51850170,20,450000
26485,DUTTON,GAY,1090,13344098,4581535,709434,17216199,8,250000
26486,PAPPAS,RIDDLE,1090,28502883,5916803,474076,33945610,15,400000
26487,ATWOOD,HANEY,1090,48355482,3599060,457000,51497542,20,450000
26488,MCGOVERN,KAISER,1090,23048229,18996526,233839,41810916,20,450000
26489,BAGLEY,HOLDER,1090,7498302,17010176,969020,23539458,10,300000
26490,READ,CHANEY,1090,4835170,19877291,439475,24272986,10,300000
26491,LUNSFORD,MCKNIGHT,1090,32283631,9298621,528105,41054147,20,450000
26492,MOSELEY,GAMBLE,1090,48874889,4255585,666314,52464160,20,450000
26493,OAKLEY,VANG,1090,45915938,5741087,215721,51441304,20,450000
26494,ASHBY,COOLEY,1090,21063784,11784741,656884,32191641,15,400000
26495,GRANGER,CARNEY,1090,8735855,13848065,568963,22014957,10,300000
26496,SHAVER,COWAN,1090,31243307,15712157,993316,45962148,20,450000
26497,HOPE,FORBES,1090,49994968,7185078,447168,56732878,20,450000
26498,COE,FERRELL,1090,24814989,7808016,403929,32219076,15,400000
26499,BURROUGHS,DAVIES,1090,8449871,15046605,154284,23342192,10,300000
26500,HELM,BARAJAS,1090,47427461,4014354,909278,50532537,20,450000
26501,NEUMANN,SHEA,1090,3297105,15531493,333992,18494606,8,250000
26502,AMBROSE,OSBORN,1090,23797266,13118825,235749,36680342,15,400000
26503,MICHAELS,BRIGHT,1090,14110657,5574367,611317,19073707,8,250000
26504,PRESCOTT,CUEVAS,1090,26353915,1366162,782800,26937277,10,300000
26505,LIGHT,BOLTON,1090,10721791,8401768,792679,18330880,8,250000
26506,DUMAS,MURILLO,1090,8665999,18635658,770868,26530789,10,300000
26507,FLOOD,LUTZ,1090,47419108,14510358,465200,61464266,30,500000
26508,STRINGER,DUARTE,1090,11382082,3051057,282043,14151096,8,250000
26509,CURRIE,KIDD,1090,13258831,4209560,936129,16532262,8,250000
